Referee_id,Referee_name,Game_id,Date,Time,Location,Player_id,First_name,Last_name,Age,Position,Nationality,Team_name,Manager,Owner,Sponsor_id,Sponsor_name
10,Gil Manzano,71,10-12-2023,18:30,Mestalla,35,Camavinga,Alva,20,Midfielder,France,Alavés,Abelardo Fernández,José Antonio Querejeta,30,Estrategias Supremas
20,José Luis Munuera Montero,72,16-12-2023,12:00,Mestalla,7,Joaquín,Correa,28,Forward,Argentina,Valencia CF,Pepe Bordalás,Peter Lim,4,Deportes Supremos
20,José Luis Munuera Montero,72,16-12-2023,12:00,Mestalla,38,Carlos,Soler,25,Midfielder,Spain,RCD Espanyol,Vicente Moreno,Chen Yansheng,19,Unidad Definitiva
15,Alberto Undiano Mallenco,73,12-08-2023,17:30,Ramón Sánchez Pizjuán,9,Antoine,Griezmann,32,Forward,France,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
15,Alberto Undiano Mallenco,73,12-08-2023,17:30,Ramón Sánchez Pizjuán,2,Karim,Benzema,35,Forward,France,Real Madrid CF,Carlo Ancelotti,Florentino Pérez,16,Metas Grandes
11,Ignacio Iglesias Villanueva,74,18-08-2023,20:00,Ramón Sánchez Pizjuán,9,Antoine,Griezmann,32,Forward,France,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
11,Ignacio Iglesias Villanueva,74,18-08-2023,20:00,Ramón Sánchez Pizjuán,3,Ansu,Fati,23,Forward,Spain,FC Barcelona,Xavi Hernández,Joan Laporta,10,Socios Campeones
2,Antonio Miguel Mateu Lahoz,75,26-08-2023,22:00,Ramón Sánchez Pizjuán,9,Antoine,Griezmann,32,Forward,France,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
2,Antonio Miguel Mateu Lahoz,75,26-08-2023,22:00,Ramón Sánchez Pizjuán,6,Sergio,Ramos,37,Defender,Spain,Atlético Madrid,Diego Simeone,Miguel Ángel Gil Marín,22,Marketing Magistral
5,José Luis González González,76,02-09-2023,16:30,Ramón Sánchez Pizjuán,10,Koke,Ruibal,30,Midfielder,Spain,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
5,José Luis González González,76,02-09-2023,16:30,Ramón Sánchez Pizjuán,7,Joaquín,Correa,28,Forward,Argentina,Valencia CF,Pepe Bordalás,Peter Lim,4,Deportes Supremos
9,Pablo González Fuertes,77,25-09-2023,21:00,Ramón Sánchez Pizjuán,9,Antoine,Griezmann,32,Forward,France,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
9,Pablo González Fuertes,77,25-09-2023,21:00,Ramón Sánchez Pizjuán,12,Casemiro, Iran, 30,Midfielder,Brazil,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
1,Carlos Velasco Carballo,78,01-10-2023,21:00,Ramón Sánchez Pizjuán,9,Antoine,Griezmann,32,Forward,France,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
1,Carlos Velasco Carballo,78,01-10-2023,21:00,Ramón Sánchez Pizjuán,13,Marco,Asensio,26,Forward,Spain,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
15,Alberto Undiano Mallenco,79,07-10-2023,14:00,Ramón Sánchez Pizjuán,9,Antoine,Griezmann,32,Forward,France,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
15,Alberto Undiano Mallenco,79,07-10-2023,14:00,Ramón Sánchez Pizjuán,15,Jordi,Alba,33,Defender,Spain,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,7,Maximizar Marketing
4,Juan Martínez Munuera,80,14-10-2023,12:00,Ramón Sánchez Pizjuán,9,Antoine,Griezmann,32,Forward,France,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
4,Juan Martínez Munuera,80,14-10-2023,12:00,Ramón Sánchez Pizjuán,17,Karim,Adeyemi,20,Forward,Germany,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
11,Ignacio Iglesias Villanueva,81,22-10-2023,18:30,Ramón Sánchez Pizjuán,10,Koke,Ruibal,30,Midfielder,Spain,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
11,Ignacio Iglesias Villanueva,81,22-10-2023,18:30,Ramón Sánchez Pizjuán,19,Dani,Parejo,33,Midfielder,Spain,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
5,José Luis González González,82,28-10-2023,12:00,Ramón Sánchez Pizjuán,10,Koke,Ruibal,30,Midfielder,Spain,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
5,José Luis González González,82,28-10-2023,12:00,Ramón Sánchez Pizjuán,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
3,Javier Alberola Rojas,83,05-11-2023,16:30,Ramón Sánchez Pizjuán,9,Antoine,Griezmann,32,Forward,France,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
3,Javier Alberola Rojas,83,05-11-2023,16:30,Ramón Sánchez Pizjuán,23,Alexander,Isak,23,Forward,Sweden,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
10,Gil Manzano,84,10-11-2023,21:00,Ramón Sánchez Pizjuán,10,Koke,Ruibal,30,Midfielder,Spain,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
10,Gil Manzano,84,10-11-2023,21:00,Ramón Sánchez Pizjuán,25,Philippe,Coutinho,29,Midfielder,Brazil,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
16,José María Sánchez Martínez,85,19-11-2023,16:30,Ramón Sánchez Pizjuán,9,Antoine,Griezmann,32,Forward,France,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
16,José María Sánchez Martínez,85,19-11-2023,16:30,Ramón Sánchez Pizjuán,27,Suso,Dani, 28,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
18,José Antonio López Toca,86,27-11-2023,21:00,Ramón Sánchez Pizjuán,10,Koke,Ruibal,30,Midfielder,Spain,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
18,José Antonio López Toca,86,27-11-2023,21:00,Ramón Sánchez Pizjuán,30,Kubo,Kubi,21,Forward,Japan,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
1,Carlos Velasco Carballo,87,03-12-2023,16:30,Ramón Sánchez Pizjuán,10,Koke,Ruibal,30,Midfielder,Spain,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
1,Carlos Velasco Carballo,87,03-12-2023,16:30,Ramón Sánchez Pizjuán,31,Koundé,Carrasco,23,Defender,France,Elche CF,Alfredo Pardo,Villar Mir family,8,Aventuras de la Victoria
4,Juan Martínez Munuera,88,11-12-2023,21:00,Ramón Sánchez Pizjuán,10,Koke,Ruibal,30,Midfielder,Spain,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
4,Juan Martínez Munuera,88,11-12-2023,21:00,Ramón Sánchez Pizjuán,33,Jonathan,Calleri,28,Forward,Argentina,Rayo Vallecano,Andoni Iraola,Raúl Martín Presa,20,Estrategias de Éxito
18,José Antonio López Toca,89,17-12-2023,16:30,Ramón Sánchez Pizjuán,9,Antoine,Griezmann,32,Forward,France,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
18,José Antonio López Toca,89,17-12-2023,16:30,Ramón Sánchez Pizjuán,36,Arnaiz,Sol,26,Forward,Spain,Alavés,Abelardo Fernández,José Antonio Querejeta,30,Estrategias Supremas
16,José María Sánchez Martínez,90,25-12-2023,21:00,Ramón Sánchez Pizjuán,10,Koke,Ruibal,30,Midfielder,Spain,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
16,José María Sánchez Martínez,90,25-12-2023,21:00,Ramón Sánchez Pizjuán,38,Carlos,Soler,25,Midfielder,Spain,RCD Espanyol,Vicente Moreno,Chen Yansheng,19,Unidad Definitiva
13,David Medié Jiménez,91,13-08-2023,17:30,Reale Arena,11,Yannick,Carrasco,29,Forward,Belgium,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
13,David Medié Jiménez,91,13-08-2023,17:30,Reale Arena,2,Karim,Benzema,35,Forward,France,Real Madrid CF,Carlo Ancelotti,Florentino Pérez,16,Metas Grandes
18,José Antonio López Toca,92,19-08-2023,17:30,Reale Arena,11,Yannick,Carrasco,29,Forward,Belgium,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
18,José Antonio López Toca,92,19-08-2023,17:30,Reale Arena,4,Vinícius,Junior,22,Forward,Brazil,FC Barcelona,Xavi Hernández,Joan Laporta,10,Socios Campeones
6,Ricardo De Burgos Bengoetxea,93,26-08-2023,17:30,Reale Arena,11,Yannick,Carrasco,29,Forward,Belgium,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
6,Ricardo De Burgos Bengoetxea,93,26-08-2023,17:30,Reale Arena,5,Frenkie,de Jong,25,Midfielder,Netherlands,Atlético Madrid,Diego Simeone,Miguel Ángel Gil Marín,22,Marketing Magistral
11,Ignacio Iglesias Villanueva,94,02-09-2023,21:00,Reale Arena,12,Casemiro, Iran, 30,Midfielder,Brazil,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
11,Ignacio Iglesias Villanueva,94,02-09-2023,21:00,Reale Arena,8,Luis,Suárez,36,Forward,Uruguay,Valencia CF,Pepe Bordalás,Peter Lim,4,Deportes Supremos
1,Carlos Velasco Carballo,95,11-09-2023,21:00,Reale Arena,12,Casemiro, Iran, 30,Midfielder,Brazil,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
1,Carlos Velasco Carballo,95,11-09-2023,21:00,Reale Arena,10,Koke,Ruibal,30,Midfielder,Spain,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
2,Antonio Miguel Mateu Lahoz,96,30-09-2023,12:00,Reale Arena,12,Casemiro, Iran, 30,Midfielder,Brazil,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
2,Antonio Miguel Mateu Lahoz,96,30-09-2023,12:00,Reale Arena,14,Ángel,Correa,27,Forward,Argentina,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
4,Juan Martínez Munuera,97,07-10-2023,16:30,Reale Arena,12,Casemiro, Iran, 30,Midfielder,Brazil,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
4,Juan Martínez Munuera,97,07-10-2023,16:30,Reale Arena,15,Jordi,Alba,33,Defender,Spain,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,25,Grupo de Crecimiento Global
11,Ignacio Iglesias Villanueva,98,21-10-2023,14:00,Reale Arena,12,Casemiro, Iran, 30,Midfielder,Brazil,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
11,Ignacio Iglesias Villanueva,98,21-10-2023,14:00,Reale Arena,17,Karim,Adeyemi,20,Forward,Germany,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
1,Carlos Velasco Carballo,99,28-10-2023,18:30,Reale Arena,12,Casemiro, Iran, 30,Midfielder,Brazil,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
1,Carlos Velasco Carballo,99,28-10-2023,18:30,Reale Arena,19,Dani,Parejo,33,Midfielder,Spain,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
18,José Antonio López Toca,100,04-11-2023,16:30,Reale Arena,11,Yannick,Carrasco,29,Forward,Belgium,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
18,José Antonio López Toca,100,04-11-2023,16:30,Reale Arena,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
14,Guillermo Cuadra Fernández,101,11-11-2023,12:00,Reale Arena,11,Yannick,Carrasco,29,Forward,Belgium,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
14,Guillermo Cuadra Fernández,101,11-11-2023,12:00,Reale Arena,24,Iago,Aspas,34,Forward,Spain,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
2,Antonio Miguel Mateu Lahoz,102,25-11-2023,18:30,Reale Arena,12,Casemiro, Iran, 30,Midfielder,Brazil,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
2,Antonio Miguel Mateu Lahoz,102,25-11-2023,18:30,Reale Arena,25,Philippe,Coutinho,29,Midfielder,Brazil,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
13,David Medié Jiménez,103,03-12-2023,21:00,Reale Arena,11,Yannick,Carrasco,29,Forward,Belgium,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
13,David Medié Jiménez,103,03-12-2023,21:00,Reale Arena,27,Suso,Dani, 28,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
16,José María Sánchez Martínez,104,16-12-2023,18:30,Reale Arena,11,Yannick,Carrasco,29,Forward,Belgium,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
16,José María Sánchez Martínez,104,16-12-2023,18:30,Reale Arena,30,Kubo,Kubi,21,Forward,Japan,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
15,Alberto Undiano Mallenco,105,23-12-2023,21:00,Reale Arena,12,Casemiro, Iran, 30,Midfielder,Brazil,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
15,Alberto Undiano Mallenco,105,23-12-2023,21:00,Reale Arena,32,Ousmane,Dembélé,25,Forward,France,Elche CF,Alfredo Pardo,Villar Mir family,8,Aventuras de la Victoria
5,José Luis González González,106,31-12-2023,12:00,Reale Arena,11,Yannick,Carrasco,29,Forward,Belgium,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
5,José Luis González González,106,31-12-2023,12:00,Reale Arena,34,Diego,Llorente,28,Defender,Spain,Rayo Vallecano,Andoni Iraola,Raúl Martín Presa,20,Estrategias de Éxito
17,Isidro Díaz de Mera Escuderos,107,08-01-2024,21:00,Reale Arena,12,Casemiro, Iran, 30,Midfielder,Brazil,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
17,Isidro Díaz de Mera Escuderos,107,08-01-2024,21:00,Reale Arena,36,Arnaiz,Sol,26,Forward,Spain,Alavés,Abelardo Fernández,José Antonio Querejeta,30,Estrategias Supremas
4,Juan Martínez Munuera,108,15-01-2024,21:00,Reale Arena,12,Casemiro, Iran, 30,Midfielder,Brazil,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
4,Juan Martínez Munuera,108,15-01-2024,21:00,Reale Arena,37,Óscar,Plano,30,Forward,Spain,RCD Espanyol,Vicente Moreno,Chen Yansheng,19,Unidad Definitiva
15,Alberto Undiano Mallenco,109,13-08-2023,19:30,Estadio de la Cerámica,14,Ángel,Correa,27,Forward,Argentina,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
15,Alberto Undiano Mallenco,109,13-08-2023,19:30,Estadio de la Cerámica,1,Lionel,Messi,36,Forward,Argentina,Real Madrid CF,Carlo Ancelotti,Florentino Pérez,16,Metas Grandes
16,José María Sánchez Martínez,110,21-08-2023,20:00,Estadio de la Cerámica,13,Marco,Asensio,26,Forward,Spain,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
16,José María Sánchez Martínez,110,21-08-2023,20:00,Estadio de la Cerámica,4,Vinícius,Junior,22,Forward,Brazil,FC Barcelona,Xavi Hernández,Joan Laporta,10,Socios Campeones
18,José Antonio López Toca,111,26-08-2023,19:30,Estadio de la Cerámica,13,Marco,Asensio,26,Forward,Spain,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
18,José Antonio López Toca,111,26-08-2023,19:30,Estadio de la Cerámica,6,Sergio,Ramos,37,Defender,Spain,Atlético Madrid,Diego Simeone,Miguel Ángel Gil Marín,22,Marketing Magistral
1,Carlos Velasco Carballo,112,03-09-2023,14:00,Estadio de la Cerámica,13,Marco,Asensio,26,Forward,Spain,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
1,Carlos Velasco Carballo,112,03-09-2023,14:00,Estadio de la Cerámica,7,Joaquín,Correa,28,Forward,Argentina,Valencia CF,Pepe Bordalás,Peter Lim,4,Deportes Supremos
13,David Medié Jiménez,113,17-09-2023,21:00,Estadio de la Cerámica,13,Marco,Asensio,26,Forward,Spain,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
13,David Medié Jiménez,113,17-09-2023,21:00,Estadio de la Cerámica,10,Koke,Ruibal,30,Midfielder,Spain,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
20,José Luis Munuera Montero,114,24-09-2023,12:00,Estadio de la Cerámica,14,Ángel,Correa,27,Forward,Argentina,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
20,José Luis Munuera Montero,114,24-09-2023,12:00,Estadio de la Cerámica,12,Casemiro, Iran, 30,Midfielder,Brazil,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
13,David Medié Jiménez,115,06-10-2023,21:00,Estadio de la Cerámica,13,Marco,Asensio,26,Forward,Spain,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
13,David Medié Jiménez,115,06-10-2023,21:00,Estadio de la Cerámica,15,Jordi,Alba,33,Defender,Spain,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,7,Maximizar Marketing
16,José María Sánchez Martínez,116,23-10-2023,21:00,Estadio de la Cerámica,14,Ángel,Correa,27,Forward,Argentina,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
16,José María Sánchez Martínez,116,23-10-2023,21:00,Estadio de la Cerámica,18,Sergi,Roberto,30,Midfielder,Spain,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
3,Javier Alberola Rojas,117,28-10-2023,21:00,Estadio de la Cerámica,13,Marco,Asensio,26,Forward,Spain,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
3,Javier Alberola Rojas,117,28-10-2023,21:00,Estadio de la Cerámica,20,David,Alaba,30,Defender,Austria,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
18,José Antonio López Toca,118,04-11-2023,14:00,Estadio de la Cerámica,13,Marco,Asensio,26,Forward,Spain,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
18,José Antonio López Toca,118,04-11-2023,14:00,Estadio de la Cerámica,21,Dani,Carvajal,31,Defender,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
2,Antonio Miguel Mateu Lahoz,119,11-11-2023,16:30,Estadio de la Cerámica,14,Ángel,Correa,27,Forward,Argentina,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
2,Antonio Miguel Mateu Lahoz,119,11-11-2023,16:30,Estadio de la Cerámica,24,Iago,Aspas,34,Forward,Spain,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
15,Alberto Undiano Mallenco,120,19-11-2023,21:00,Estadio de la Cerámica,14,Ángel,Correa,27,Forward,Argentina,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
15,Alberto Undiano Mallenco,120,19-11-2023,21:00,Estadio de la Cerámica,25,Philippe,Coutinho,29,Midfielder,Brazil,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
5,José Luis González González,121,03-12-2023,14:00,Estadio de la Cerámica,14,Ángel,Correa,27,Forward,Argentina,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
5,José Luis González González,121,03-12-2023,14:00,Estadio de la Cerámica,28,Aitor,Ruibal,26,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
7,Adrián Cordero Vega,122,16-12-2023,16:30,Estadio de la Cerámica,14,Ángel,Correa,27,Forward,Argentina,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
7,Adrián Cordero Vega,122,16-12-2023,16:30,Estadio de la Cerámica,30,Kubo,Kubi,21,Forward,Japan,RCD Mallorca,Luis García Plaza,Robert Sarver,25,Grupo de Crecimiento Global
6,Ricardo De Burgos Bengoetxea,123,01-01-2024,21:00,Estadio de la Cerámica,13,Marco,Asensio,26,Forward,Spain,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
6,Ricardo De Burgos Bengoetxea,123,01-01-2024,21:00,Estadio de la Cerámica,31,Koundé,Carrasco,23,Defender,France,Elche CF,Alfredo Pardo,Villar Mir family,8,Aventuras de la Victoria
3,Javier Alberola Rojas,124,05-01-2024,21:00,Estadio de la Cerámica,14,Ángel,Correa,27,Forward,Argentina,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
3,Javier Alberola Rojas,124,05-01-2024,21:00,Estadio de la Cerámica,33,Jonathan,Calleri,28,Forward,Argentina,Rayo Vallecano,Andoni Iraola,Raúl Martín Presa,20,Estrategias de Éxito
6,Ricardo De Burgos Bengoetxea,125,12-01-2024,21:00,Estadio de la Cerámica,13,Marco,Asensio,26,Forward,Spain,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
6,Ricardo De Burgos Bengoetxea,125,12-01-2024,21:00,Estadio de la Cerámica,35,Camavinga,Alva,20,Midfielder,France,Alavés,Abelardo Fernández,José Antonio Querejeta,30,Estrategias Supremas
8,Mario Melero López,126,19-01-2024,21:00,Estadio de la Cerámica,14,Ángel,Correa,27,Forward,Argentina,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
8,Mario Melero López,126,19-01-2024,21:00,Estadio de la Cerámica,37,Óscar,Plano,30,Forward,Spain,RCD Espanyol,Vicente Moreno,Chen Yansheng,19,Unidad Definitiva
6,Ricardo De Burgos Bengoetxea,127,13-08-2023,22:00,Benito Villamarín,15,Jordi,Alba,33,Defender,Spain,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,25,Grupo de Crecimiento Global
6,Ricardo De Burgos Bengoetxea,127,13-08-2023,22:00,Benito Villamarín,2,Karim,Benzema,35,Forward,France,Real Madrid CF,Carlo Ancelotti,Florentino Pérez,16,Metas Grandes
9,Pablo González Fuertes,128,20-08-2023,17:30,Benito Villamarín,16,Jan,Oblak,31,Goalkeeper,Slovenia,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,25,Grupo de Crecimiento Global
9,Pablo González Fuertes,128,20-08-2023,17:30,Benito Villamarín,3,Ansu,Fati,23,Forward,Spain,FC Barcelona,Xavi Hernández,Joan Laporta,10,Socios Campeones
19,José Munuera Montero,129,27-08-2023,22:00,Benito Villamarín,15,Jordi,Alba,33,Defender,Spain,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,25,Grupo de Crecimiento Global
19,José Munuera Montero,129,27-08-2023,22:00,Benito Villamarín,5,Frenkie,de Jong,25,Midfielder,Netherlands,Atlético Madrid,Diego Simeone,Miguel Ángel Gil Marín,22,Marketing Magistral
8,Mario Melero López,130,04-09-2023,21:00,Benito Villamarín,15,Jordi,Alba,33,Defender,Spain,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,3,Rendimiento Pico
8,Mario Melero López,130,04-09-2023,21:00,Benito Villamarín,8,Luis,Suárez,36,Forward,Uruguay,Valencia CF,Pepe Bordalás,Peter Lim,4,Deportes Supremos
4,Juan Martínez Munuera,131,16-09-2023,16:30,Benito Villamarín,15,Jordi,Alba,33,Defender,Spain,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,25,Grupo de Crecimiento Global
4,Juan Martínez Munuera,131,16-09-2023,16:30,Benito Villamarín,9,Antoine,Griezmann,32,Forward,France,Sevilla FC,Julen Lopetegui,José Castro Carmona,1,Corporación Acme
8,Mario Melero López,132,23-09-2023,18:30,Benito Villamarín,15,Jordi,Alba,33,Defender,Spain,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,25,Grupo de Crecimiento Global
8,Mario Melero López,132,23-09-2023,18:30,Benito Villamarín,12,Casemiro, Iran, 30,Midfielder,Brazil,Real Sociedad,Imanol Alguacil,Jokin Aperribay,14,Grupo Puerta Dorada
10,Gil Manzano,133,01-10-2023,16:30,Benito Villamarín,16,Jan,Oblak,31,Goalkeeper,Slovenia,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,7,Maximizar Marketing
10,Gil Manzano,133,01-10-2023,16:30,Benito Villamarín,14,Ángel,Correa,27,Forward,Argentina,Villarreal CF,Unai Emery,Fernando Roig,7,Maximizar Marketing
13,David Medié Jiménez,134,15-10-2023,14:00,Benito Villamarín,16,Jan,Oblak,31,Goalkeeper,Slovenia,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,7,Maximizar Marketing
13,David Medié Jiménez,134,15-10-2023,14:00,Benito Villamarín,18,Sergi,Roberto,30,Midfielder,Spain,Athletic Bilbao,Marcelino García Toral,Aitor Elizegi,11,Dinámica Dinámica
10,Gil Manzano,135,22-10-2023,21:00,Benito Villamarín,15,Jordi,Alba,33,Defender,Spain,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,25,Grupo de Crecimiento Global
10,Gil Manzano,135,22-10-2023,21:00,Benito Villamarín,19,Dani,Parejo,33,Midfielder,Spain,Levante UD,Paco López,Quico Catalán,28,Fondos de Primera Clase
6,Ricardo De Burgos Bengoetxea,136,29-10-2023,12:00,Benito Villamarín,16,Jan,Oblak,31,Goalkeeper,Slovenia,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,25,Grupo de Crecimiento Global
6,Ricardo De Burgos Bengoetxea,136,29-10-2023,12:00,Benito Villamarín,22,Diego,Costa,34,Forward,Spain,SD Eibar,Jose Luis Mendilibar,Asier Etxeandía,17,Sponsors Estratégicos
7,Adrián Cordero Vega,137,04-11-2023,12:00,Benito Villamarín,15,Jordi,Alba,33,Defender,Spain,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,25,Grupo de Crecimiento Global
7,Adrián Cordero Vega,137,04-11-2023,12:00,Benito Villamarín,23,Alexander,Isak,23,Forward,Sweden,Getafe CF,Michel,Ángel Torres Sánchez,27,Asociaciones de la Cima
12,César Soto Grado,138,12-11-2023,21:00,Benito Villamarín,15,Jordi,Alba,33,Defender,Spain,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,7,Maximizar Marketing
12,César Soto Grado,138,12-11-2023,21:00,Benito Villamarín,25,Philippe,Coutinho,29,Midfielder,Brazil,Granada CF,Robert Moreno,Jiang Lizhang,9,Soluciones Apex
17,Isidro Díaz de Mera Escuderos,139,02-12-2023,16:30,Benito Villamarín,15,Jordi,Alba,33,Defender,Spain,Real Betis,Manuel Pellegrini,Ángel Haro García and José Miguel López Catalán,3,Rendimiento Pico
17,Isidro Díaz de Mera Escuderos,139,02-12-2023,16:30,Benito Villamarín,28,Aitor,Ruibal,26,Forward,Spain,CD Leganés,Juan Ramón López Muñiz,María Victoria Pavón Iglesias,23,Deportes Superiores
